"direction","distance_threshold_m","predictor","slope","p_value","r_squared","adj_r_squared","AIC","sample_size","conf_low","conf_high","relationship_sign","status"
"NE",50,"n_neighbours",0.112212971681131,0.00000000759614093433826,0.0478625820941656,0.0464644361060513,1059.20032341438,683,0.0745563025559981,0.149869640806264,"positive","OK"
"NE",60,"n_neighbours",0.0769787595347212,0.000000250627877390379,0.038330503856889,0.0369183606907464,1066.00400170003,683,0.0479680300739824,0.10598948899546,"positive","OK"
"NE",70,"n_neighbours",0.0553950655150685,0.000000438925168745292,0.0368003794090307,0.03538598936411,1067.0898679638,683,0.0340719741365435,0.0767181568935935,"positive","OK"
"NE",80,"n_neighbours",0.0409660635254528,0.000022044419690944,0.0261100115469196,0.0246799234581485,1074.62859549024,683,0.0221415944055203,0.0597905326453853,"positive","OK"
"NE",90,"n_neighbours",0.0378033245588424,0.000014389979504496,0.0272724698245956,0.0258440887230165,1073.81286349314,683,0.0208165685767781,0.0547900805409067,"positive","OK"
"NE",100,"n_neighbours",0.0307164309368387,0.0000906542888868568,0.0222641811668321,0.0208284457500434,1077.32040817255,683,0.0154011405571239,0.0460317213165534,"positive","OK"
"NE",110,"n_neighbours",0.0221063642960635,0.0019459352002756,0.0140079961557105,0.0125601371192284,1083.06357433194,683,0.00815190232339107,0.036060826268736,"positive","OK"
"NE",120,"n_neighbours",0.0120287480230226,0.046790064407559,0.0057920064864876,0.00433208285430919,1088.73123734808,683,0.000171289413617321,0.023886206632428,"positive","OK"
"NE",130,"n_neighbours",0.00598250229981074,0.250612306634352,0.00193770380357734,0.00047212040240785,1091.37394303948,683,-0.0042331261176581,0.0161981307172796,"positive","OK"
"NE",140,"n_neighbours",0.00424619164217059,0.338904298380255,0.00134306706497769,-0.000123389517893147,1091.78074725967,683,-0.00446557004309874,0.0129579533274399,"positive","OK"
"NE",150,"n_neighbours",0.00304910538136246,0.441879951669846,0.00086868260803074,-0.000598470574630028,1092.10511055506,683,-0.00473126445681634,0.0108294752195413,"positive","OK"
"NE",160,"n_neighbours",0.00323422996550458,0.359386978442609,0.00123367476631223,-0.00023294245135852,1091.85555858447,683,-0.00368965088433315,0.0101581108153423,"positive","OK"
"NE",170,"n_neighbours",0.00339286117532956,0.290141470110802,0.00164297562129755,0.00017695943278262,1091.57560343005,683,-0.0028998899184828,0.00968561226914192,"positive","OK"
"NE",180,"n_neighbours",0.00368347233610279,0.212632515154363,0.0022801457753845,0.000815065225862277,1091.13956087609,683,-0.00211385065862268,0.00948079533082827,"positive","OK"
"NE",190,"n_neighbours",0.00415773076667781,0.128506000625989,0.00338948013252906,0.00192602856150481,1090.37973145774,683,-0.00120640343791099,0.00952186497126662,"positive","OK"
"NE",200,"n_neighbours",0.00470874935790713,0.0678649637924668,0.00488723618057825,0.00342598395764226,1089.35251288574,683,-0.000346669488609441,0.0097641682044237,"positive","OK"
"NE",210,"n_neighbours",0.00473457882442567,0.0514776843482538,0.00555784200245623,0.00409757451640991,1088.89208448674,683,-0.0000304452719082386,0.00949960292075957,"positive","OK"
"NE",220,"n_neighbours",0.00482673260931346,0.0377188258305927,0.00632474003251128,0.00486559868160452,1088.36516250942,683,0.000274743400645107,0.00937872181798182,"positive","OK"
"NE",230,"n_neighbours",0.00418946920172483,0.0594812007953405,0.00520578449521056,0.00374500003778799,1089.13384085432,683,-0.000167952774293234,0.0085468911777429,"positive","OK"
"NE",240,"n_neighbours",0.00326070521486831,0.126826766550492,0.00341944603632342,0.00195603846809478,1090.35919482925,683,-0.000927586759326699,0.00744899718906333,"positive","OK"
"NE",250,"n_neighbours",0.0027263387521496,0.180712421491322,0.00262953406779735,0.00116496657009946,1090.90034142447,683,-0.0012686517583147,0.0067213292626139,"positive","OK"
