"ID","direction","has_neighbour","n_neighbours","nearest_distance_m","mean_distance_m","proximity_pressure","neighbour_density_per_ha","distance_threshold_m","DGR"
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.80516003506876,460,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.72916189868967,470,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.65786399054058,480,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.59088656151832,490,2.89775649554604
"098_2","SE",1,30,43.4391237571632,134.877472574226,0.277582734536366,1.5278874536822,500,2.89775649554604
"098_3","SE",0,0,NA,NA,0,0,10,3.08181573247357
"098_3","SE",0,0,NA,NA,0,0,20,3.08181573247357
"098_3","SE",0,0,NA,NA,0,0,30,3.08181573247357
"098_3","SE",0,0,NA,NA,0,0,40,3.08181573247357
"098_3","SE",1,3,43.1656766179142,45.4055757226513,0.0661798652203393,15.278874536822,50,3.08181573247357
"098_3","SE",1,4,43.1656766179142,48.2329670975743,0.083811841063962,14.1471060526129,60,3.08181573247357
"098_3","SE",1,5,43.1656766179142,52.3430370468822,0.0983502501707274,12.9922402523996,70,3.08181573247357
"098_3","SE",1,5,43.1656766179142,52.3430370468822,0.0983502501707274,9.94718394324346,80,3.08181573247357
"098_3","SE",1,5,43.1656766179142,52.3430370468822,0.0983502501707274,7.85950336256273,90,3.08181573247357
"098_3","SE",1,10,43.1656766179142,72.6301246057833,0.152214580001868,12.7323954473516,100,3.08181573247357
"098_3","SE",1,11,43.1656766179142,75.79268673711,0.16152398003013,11.5749049521378,110,3.08181573247357
"098_3","SE",1,11,43.1656766179142,75.79268673711,0.16152398003013,9.72613541117138,120,3.08181573247357
"098_3","SE",1,11,43.1656766179142,75.79268673711,0.16152398003013,8.28735798348331,130,3.08181573247357
"098_3","SE",1,15,43.1656766179142,91.8367973419089,0.190947324790739,9.74418018929972,140,3.08181573247357
"098_3","SE",1,18,43.1656766179142,100.653170325963,0.211684104661196,10.1859163578813,150,3.08181573247357
"098_3","SE",1,20,43.1656766179142,106.082494874509,0.224593261818181,9.94718394324346,160,3.08181573247357
"098_3","SE",1,21,43.1656766179142,108.672760818543,0.230824642464523,9.2519136468645,170,3.08181573247357
"098_3","SE",1,22,43.1656766179142,111.497641420034,0.236678753313654,8.64545369881901,180,3.08181573247357
"098_3","SE",1,25,43.1656766179142,119.972794977464,0.253154657937597,8.81744837074212,190,3.08181573247357
"098_3","SE",1,26,43.1656766179142,122.696772123136,0.258395852447712,8.27605704077856,200,3.08181573247357
"098_3","SE",1,27,43.1656766179142,125.671107512757,0.263321867940184,7.79534415143977,210,3.08181573247357
"098_3","SE",1,28,43.1656766179142,128.861272205798,0.267973123346725,7.3658486059059,220,3.08181573247357
"098_3","SE",1,28,43.1656766179142,128.861272205798,0.267973123346725,6.73926413092336,230,3.08181573247357
"098_3","SE",1,29,43.1656766179142,132.357989702225,0.272315925385686,6.41040743009023,240,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,6.11154981472878,250,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,5.65047135237498,260,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,5.23966890837516,270,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,4.87209009464986,280,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,4.54187709180201,290,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,4.24413181578388,300,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,3.97473323018261,310,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,3.7301939787163,320,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,3.50754695519329,330,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,3.30425487388018,340,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,3.11813766057591,350,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.94731376096103,360,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.79015239898136,370,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.64523451122264,380,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.51132060105555,390,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.38732414637843,400,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.27228949090154,410,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.16537337539994,420,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,2.06582943980827,430,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.97299516229622,440,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.88628080701506,450,3.08181573247357
