"plot_id","DGR","closest_SW_distance_m","closest_SE_distance_m","log_closest_SW","log_closest_SE"
"042_5",2.42973111904568,16.459274623114,46.6376067154391,2.80088912520823,3.84240722673419
"108_6",3.78779107227705,48.0846303386805,45.0110762160138,3.87296259047098,3.80690859761694
"100_2",1.98835820769587,16.2387225960486,45.0080883775025,2.78739867376106,3.80684221534099
"098_1",3.06211535856408,17.4339086179777,43.7975755852646,2.85841708097749,3.77957846391583
"093_5",3.87148245764895,16.8954869215477,45.5199559803428,2.82704654020361,3.81815082277769
"092_5",3.45914345565909,16.9227492011211,46.4373285190788,2.82865882331501,3.83810362974607
"088_6",4.08728184533346,54.4861222293386,74.9092839301156,3.99794603124965,4.31627783384476
"087_6",3.22144734455478,52.8334421258136,49.2496995122179,3.96714436381077,3.89690326632472
"043_5",3.06951515399188,16.9089607283298,48.4623371495895,2.82784370202298,3.88078694265278
"037_5",3.16552071878177,16.0411903281068,45.1890851857029,2.77515980966666,3.81085557948522
"031_3",2.16179037401925,16.5258349365705,45.7439596480697,2.80492491012373,3.82305975345447
"016_1",2.76625188520104,15.5560160396233,45.7484008485305,2.74444744738215,3.82315683698014
"015_6",2.8062732380459,114.387381938647,45.7345683058492,4.73959077512335,3.82285443003129
"017_4",3.11258674807172,15.6736711311551,46.610338772175,2.75198230660342,3.84182237858769
"004_5",2.54218014165338,16.1430425327189,45.4610647618009,2.7814891539188,3.81685624009909
"005_3",3.36985534741108,15.5965457105024,44.7320300321844,2.74704946092256,3.80068980054603
"051_3",3.96172880409088,16.7256724235934,47.457686432391,2.81694480990526,3.85983850208218
"049_6",3.39004354966871,54.5795338705682,46.8690978017619,3.99965897494633,3.84735856280038
"048_1",2.33062627513853,15.8405534918906,47.1743796343991,2.76257332844566,3.85385094086394
"066_3",3.30634988157674,16.0388760859422,47.085225105709,2.77501553052841,3.85195925978757
"055_6",3.52449567687977,47.0109606442107,45.5249624089449,3.85038077971793,3.81826079988999
"081_1",3.78567208791859,16.4055761049536,47.2062900996768,2.79762128344069,3.8545271485362
"087_5",3.18450675821282,17.1017814268289,47.7697865018944,2.83918263509011,3.86639335809932
"086_6",2.89720932032586,53.8392378977584,43.0483117987234,3.98600253029124,3.76232301520873
"098_3",1.60448485180773,19.2321020364128,43.1656766179142,2.95658086389263,3.76504565671612
"100_3",2.63571962555596,16.4258544496108,44.7805182138991,2.7988565843029,3.80177318354445
"049_5",3.16165180747226,16.855959302669,47.6144943599226,2.82470426208684,3.86313721824536
"048_2",1.86699473692578,17.496823485971,46.2116427007029,2.86201934936624,3.83323177284811
"055_5",1.90007875205859,19.9948295337409,46.7921424731901,2.99547371681812,3.8457152929555
"084_1",3.9752186553663,16.0881066955341,128.229242081449,2.77808028444327,4.85381961583552
"077_2",2.7369243089272,16.7415518684539,107.340430938809,2.81789376497328,4.67600538144911
"080_5",4.18596236343546,15.6264383055531,44.5733404048685,2.74896424294138,3.79713593153323
"067_3",4.26835531853868,19.3670813229735,50.5828101157317,2.96357478578534,3.92361179754219
"119_6",3.60533566554692,60.5133831028253,42.0775666034156,4.10286454888501,3.73951473889176
"113_5",3.67067309242052,14.7970039827608,80.0344762539287,2.69442472668038,4.38245749501434
"124_1",2.85962918854538,14.6110159135616,40.1548669037894,2.68177575883873,3.69274365107359
"130_3",2.4121938192833,16.3003426349564,40.3019044518617,2.79118612814126,3.69639872470608
"137_3",2.22390876436188,15.8387793802524,44.9346563560893,2.76246132408956,3.80520935350324
"138_3",2.74514347488902,16.9120122494611,46.4128538124077,2.8280241534335,3.83757644268788
"139_6",3.54173460716432,39.6100332684896,46.2054353190725,3.67908245153475,3.83309743876673
"047_2",1.41125447785262,17.4630775080223,122.145205492436,2.86008879536178,4.80521054595049
"016_6",2.72741016957463,119.601591784403,46.5906953722062,4.7841661506621,3.84140085107054
"023_1",3.09903924032833,15.9181382545876,44.2791539177723,2.76745922977046,3.79051400010983
"044_3",3.56002732704121,15.190756840477,49.2171720349028,2.72068714028266,3.89624258770282
"042_3",1.66281351993735,16.4842926620566,46.7609421241336,2.8024079676296,3.84504828447903
"041_5",1.00745189603619,16.0406196446782,46.4870485762015,2.77512423290655,3.83917374855497
"037_2",3.88150029078422,15.9974982357477,45.2728792032619,2.77243234974847,3.81270816011599
